date,API,Main Pollutant,date.sy,API.sy
6/1/2007,75,PM10,6/2/2007,61
6/2/2007,107,PM10,6/3/2007,66
6/3/2007,99,PM10,6/4/2007,71
6/4/2007,84,PM10,6/5/2007,82
6/5/2007,99,PM10,6/6/2007,79
6/6/2007,146,PM10,6/7/2007,92
6/7/2007,195,PM10,6/8/2007,80
6/8/2007,194,PM10,6/9/2007,62
6/9/2007,134,PM10,6/10/2007,86
6/10/2007,97,PM10,6/11/2007,77
6/11/2007,136,PM10,6/12/2007,76
6/12/2007,168,PM10,6/13/2007,82
6/13/2007,142,PM10,6/14/2007,61
6/14/2007,52,PM10,6/15/2007,68
6/15/2007,91,PM10,6/16/2007,77
6/16/2007,98,PM10,6/17/2007,78
6/17/2007,123,PM10,6/18/2007,72
6/18/2007,138,PM10,6/19/2007,75
6/19/2007,202,PM10,6/20/2007,70
6/20/2007,151,PM10,6/21/2007,65
6/21/2007,123,PM10,6/22/2007,75
6/22/2007,85,PM10,6/23/2007,91
6/23/2007,121,PM10,6/24/2007,89
6/24/2007,97,PM10,6/25/2007,85
6/25/2007,72,PM10,6/26/2007,97
6/26/2007,98,PM10,6/27/2007,124
6/27/2007,135,PM10,6/28/2007,79
6/28/2007,52,PM10,6/29/2007,78
6/29/2007,95,PM10,6/30/2007,76
6/30/2007,87,PM10,7/1/2007,68
7/1/2007,28,--,7/2/2007,78
7/2/2007,77,PM10,7/3/2007,88
7/3/2007,99,PM10,7/4/2007,111
7/4/2007,82,PM10,7/5/2007,97
7/5/2007,100,PM10,7/6/2007,125
7/6/2007,145,PM10,7/7/2007,140
7/7/2007,80,PM10,7/8/2007,84
7/8/2007,75,PM10,7/9/2007,82
7/9/2007,115,PM10,7/10/2007,72
7/10/2007,58,PM10,7/11/2007,59
7/11/2007,65,PM10,7/12/2007,68
7/12/2007,78,PM10,7/13/2007,90
7/13/2007,74,PM10,7/14/2007,87
7/14/2007,83,PM10,7/15/2007,75
7/15/2007,93,PM10,7/16/2007,80
7/16/2007,96,PM10,7/17/2007,87
7/17/2007,169,PM10,7/18/2007,107
7/18/2007,98,PM10,7/19/2007,82
7/19/2007,47,--,7/20/2007,67
7/20/2007,76,PM10,7/21/2007,96
7/21/2007,98,PM10,7/22/2007,70
7/22/2007,99,PM10,7/23/2007,84
7/23/2007,117,PM10,7/24/2007,98
7/24/2007,99,PM10,7/25/2007,96
7/25/2007,119,PM10,7/26/2007,99
7/26/2007,151,PM10,7/27/2007,84
7/27/2007,150,PM10,7/28/2007,196
7/28/2007,98,PM10,7/29/2007,154
7/29/2007,80,PM10,7/30/2007,89
7/30/2007,138,PM10,7/31/2007,85
7/31/2007,26,--,8/1/2007,69
8/1/2007,52,PM10,8/2/2007,64
8/2/2007,42,--,8/3/2007,49
8/3/2007,70,PM10,8/4/2007,65
8/4/2007,85,PM10,8/5/2007,80
8/5/2007,98,PM10,8/6/2007,93
8/6/2007,107,PM10,8/7/2007,75
8/7/2007,93,PM10,8/8/2007,49
8/8/2007,88,PM10,8/9/2007,95
8/9/2007,86,PM10,8/10/2007,76
8/10/2007,79,PM10,8/11/2007,62
8/11/2007,74,PM10,8/12/2007,58
8/12/2007,66,PM10,8/13/2007,70
8/13/2007,56,PM10,8/14/2007,73
8/14/2007,76,PM10,8/15/2007,82
8/15/2007,86,PM10,8/16/2007,93
8/16/2007,115,PM10,8/17/2007,75
8/17/2007,91,PM10,8/18/2007,60
8/18/2007,93,PM10,8/19/2007,63
8/19/2007,95,PM10,8/20/2007,97
8/20/2007,95,PM10,8/21/2007,78
8/21/2007,116,PM10,8/22/2007,78
8/22/2007,88,PM10,8/23/2007,67
8/23/2007,77,PM10,8/24/2007,72
8/24/2007,83,PM10,8/25/2007,89
8/25/2007,95,PM10,8/26/2007,66
8/26/2007,78,PM10,8/27/2007,68
8/27/2007,49,--,8/28/2007,87
8/28/2007,78,PM10,8/29/2007,78
8/29/2007,64,PM10,8/30/2007,65
8/30/2007,75,PM10,8/31/2007,74
8/31/2007,98,PM10,9/1/2007,80
9/1/2007,108,PM10,9/2/2007,91
9/2/2007,95,PM10,9/3/2007,72
9/3/2007,73,PM10,9/4/2007,74
9/4/2007,77,PM10,9/5/2007,73
9/5/2007,94,PM10,9/6/2007,67
9/6/2007,100,PM10,9/7/2007,59
9/7/2007,98,PM10,9/8/2007,55
9/8/2007,94,PM10,9/9/2007,57
9/9/2007,98,PM10,9/10/2007,63
9/10/2007,142,PM10,9/11/2007,63
9/11/2007,171,PM10,9/12/2007,81
9/12/2007,133,PM10,9/13/2007,85
9/13/2007,97,PM10,9/14/2007,78
9/14/2007,58,PM10,9/15/2007,67
9/15/2007,66,PM10,9/16/2007,78
9/16/2007,99,PM10,9/17/2007,82
9/17/2007,138,PM10,9/18/2007,69
9/18/2007,60,PM10,9/19/2007,31
9/19/2007,24,--,9/20/2007,55
9/20/2007,62,PM10,9/21/2007,65
9/21/2007,79,PM10,9/22/2007,70
9/22/2007,99,PM10,9/23/2007,64
9/23/2007,97,PM10,9/24/2007,88
9/24/2007,98,PM10,9/25/2007,55
9/25/2007,95,PM10,9/26/2007,74
9/26/2007,80,PM10,9/27/2007,53
9/27/2007,40,--,9/28/2007,61
9/28/2007,63,PM10,9/29/2007,64
9/29/2007,80,PM10,9/30/2007,73
9/30/2007,64,PM10,10/1/2007,99
10/1/2007,75,PM10,10/2/2007,99
10/2/2007,52,PM10,10/3/2007,86
10/3/2007,78,PM10,10/4/2007,75
10/4/2007,94,PM10,10/5/2007,93
10/5/2007,34,--,10/6/2007,72
10/6/2007,48,--,10/7/2007,40
10/7/2007,28,--,10/8/2007,43
10/8/2007,22,--,10/9/2007,65
10/9/2007,44,--,10/10/2007,76
10/10/2007,69,PM10,10/11/2007,85
10/11/2007,88,PM10,10/12/2007,63
10/12/2007,119,PM10,10/13/2007,72
10/13/2007,95,PM10,10/14/2007,72
10/14/2007,35,--,10/15/2007,82
10/15/2007,53,PM10,10/16/2007,85
10/16/2007,66,PM10,10/17/2007,97
10/17/2007,95,PM10,10/18/2007,63
10/18/2007,82,PM10,10/19/2007,56
10/19/2007,49,--,10/20/2007,53
10/20/2007,60,PM10,10/21/2007,63
10/21/2007,98,PM10,10/22/2007,76
10/22/2007,100,PM10,10/23/2007,75
10/23/2007,89,PM10,10/24/2007,87
10/24/2007,96,PM10,10/25/2007,75
10/25/2007,143,PM10,10/26/2007,131
10/26/2007,184,PM10,10/27/2007,94
10/27/2007,179,PM10,10/28/2007,38
10/28/2007,27,--,10/29/2007,50
10/29/2007,47,--,10/30/2007,68
10/30/2007,121,PM10,10/31/2007,70
10/31/2007,95,PM10,11/1/2007,58
11/1/2007,18,--,11/2/2007,56
11/2/2007,83,PM10,11/3/2007,56
11/3/2007,57,PM10,11/4/2007,77
11/4/2007,76,PM10,11/5/2007,77
11/5/2007,119,PM10,11/6/2007,87
11/6/2007,172,PM10,11/7/2007,114
11/7/2007,253,PM10,11/8/2007,126
11/8/2007,186,PM10,11/9/2007,97
11/9/2007,35,--,11/10/2007,67
11/10/2007,54,PM10,11/11/2007,66
11/11/2007,90,PM10,11/12/2007,96
11/12/2007,159,PM10,11/13/2007,71
11/13/2007,153,PM10,11/14/2007,60
11/14/2007,58,PM10,11/15/2007,56
11/15/2007,31,--,11/16/2007,76
11/16/2007,76,PM10,11/17/2007,78
11/17/2007,112,PM10,11/18/2007,67
11/18/2007,45,--,11/19/2007,57
11/19/2007,88,PM10,11/20/2007,64
11/20/2007,83,PM10,11/21/2007,66
11/21/2007,98,PM10,11/22/2007,85
11/22/2007,144,PM10,11/23/2007,79
11/23/2007,119,PM10,11/24/2007,77
11/24/2007,117,PM10,11/25/2007,63
11/25/2007,269,PM10,11/26/2007,70
11/26/2007,55,PM10,11/27/2007,77
11/27/2007,85,PM10,11/28/2007,98
11/28/2007,100,PM10,11/29/2007,74
11/29/2007,81,PM10,11/30/2007,82
11/30/2007,78,PM10,12/1/2007,85
12/1/2007,136,PM10,12/2/2007,85
12/2/2007,96,PM10,12/3/2007,77
12/3/2007,71,PM10,12/4/2007,83
12/4/2007,68,PM10,12/5/2007,93
12/5/2007,88,PM10,12/6/2007,90
12/6/2007,129,PM10,12/7/2007,82
12/7/2007,54,PM10,12/8/2007,95
12/8/2007,77,PM10,12/9/2007,131
12/9/2007,118,PM10,12/10/2007,175
12/10/2007,239,PM10,12/11/2007,98
12/11/2007,110,PM10,12/12/2007,137
12/12/2007,46,--,12/13/2007,137
12/13/2007,56,PM10,12/14/2007,130
12/14/2007,91,PM10,12/15/2007,98
12/15/2007,59,PM10,12/16/2007,95
12/16/2007,89,PM10,12/17/2007,82
12/17/2007,78,PM10,12/18/2007,80
12/18/2007,104,PM10,12/19/2007,101
12/19/2007,155,PM10,12/20/2007,93
12/20/2007,153,PM10,12/21/2007,117
12/21/2007,114,PM10,12/22/2007,81
12/22/2007,166,PM10,12/23/2007,83
12/23/2007,98,PM10,12/24/2007,92
12/24/2007,124,PM10,12/25/2007,102
12/25/2007,280,PM10,12/26/2007,149
12/26/2007,269,PM10,12/27/2007,116
12/27/2007,421,PM10,12/28/2007,125
12/28/2007,500,PM10,12/29/2007,92
12/29/2007,156,PM10,12/30/2007,90
12/30/2007,72,PM10,12/31/2007,90
12/31/2007,58,PM10,1/1/2008,76
1/1/2008,32,--,1/2/2008,95
1/2/2008,57,SO2,1/3/2008,87
1/3/2008,75,PM10,1/4/2008,107
1/4/2008,90,PM10,1/5/2008,93
1/5/2008,147,PM10,1/6/2008,98
1/6/2008,146,PM10,1/7/2008,99
1/7/2008,115,PM10,1/8/2008,110
1/8/2008,121,PM10,1/9/2008,78
1/9/2008,94,PM10,1/10/2008,96
1/10/2008,95,PM10,1/11/2008,126
1/11/2008,113,PM10,1/12/2008,72
1/12/2008,46,--,1/13/2008,67
1/13/2008,39,--,1/14/2008,87
1/14/2008,87,PM10,1/15/2008,91
1/15/2008,119,PM10,1/16/2008,89
1/16/2008,72,PM10,1/17/2008,117
1/17/2008,80,PM10,1/18/2008,148
1/18/2008,122,PM10,1/19/2008,147
1/19/2008,149,PM10,1/20/2008,131
1/20/2008,134,PM10,1/21/2008,80
1/21/2008,66,SO2,1/22/2008,88
1/22/2008,79,PM10,1/23/2008,87
1/23/2008,51,PM10,1/24/2008,84
1/24/2008,50,--,1/25/2008,122
1/25/2008,54,SO2,1/26/2008,138
1/26/2008,67,SO2,1/27/2008,128
1/27/2008,70,SO2,1/28/2008,141
1/28/2008,77,SO2,1/29/2008,109
1/29/2008,48,--,1/30/2008,77
1/30/2008,44,--,1/31/2008,96
1/31/2008,45,--,2/1/2008,99
2/1/2008,57,SO2,2/2/2008,132
2/2/2008,64,SO2,2/3/2008,96
2/3/2008,52,PM10,2/4/2008,96
2/4/2008,65,SO2,2/5/2008,126
2/5/2008,83,PM10,2/6/2008,87
2/6/2008,35,--,2/7/2008,160
2/7/2008,78,PM10,2/8/2008,111
2/8/2008,37,--,2/9/2008,95
2/9/2008,38,--,2/10/2008,96
2/10/2008,64,PM10,2/11/2008,94
2/11/2008,61,PM10,2/12/2008,171
2/12/2008,64,PM10,2/13/2008,95
2/13/2008,55,PM10,2/14/2008,86
2/14/2008,55,PM10,2/15/2008,68
2/15/2008,68,PM10,2/16/2008,82
2/16/2008,69,PM10,2/17/2008,88
2/17/2008,70,PM10,2/18/2008,149
2/18/2008,72,PM10,2/19/2008,97
2/19/2008,111,PM10,2/20/2008,92
2/20/2008,88,PM10,2/21/2008,95
2/21/2008,152,PM10,2/22/2008,95
2/22/2008,160,PM10,2/23/2008,72
2/23/2008,85,PM10,2/24/2008,87
2/24/2008,56,PM10,2/25/2008,95
2/25/2008,65,PM10,2/26/2008,82
2/26/2008,78,PM10,2/27/2008,73
2/27/2008,75,PM10,2/28/2008,87
2/28/2008,84,PM10,2/29/2008,118
2/29/2008,82,PM10,3/1/2008,87
3/1/2008,82,PM10,3/2/2008,89
3/2/2008,126,PM10,3/3/2008,94
3/3/2008,46,--,3/4/2008,79
3/4/2008,55,PM10,3/5/2008,97
3/5/2008,86,PM10,3/6/2008,83
3/6/2008,80,PM10,3/7/2008,109
3/7/2008,70,PM10,3/8/2008,97
3/8/2008,129,PM10,3/9/2008,133
3/9/2008,158,PM10,3/10/2008,151
3/10/2008,238,PM10,3/11/2008,200
3/11/2008,174,PM10,3/12/2008,149
3/12/2008,128,PM10,3/13/2008,94
3/13/2008,99,PM10,3/14/2008,81
3/14/2008,82,PM10,3/15/2008,73
3/15/2008,110,PM10,3/16/2008,136
3/16/2008,72,PM10,3/17/2008,89
3/17/2008,126,PM10,3/18/2008,96
3/18/2008,304,PM10,3/19/2008,358
3/19/2008,286,PM10,3/20/2008,126
3/20/2008,147,PM10,3/21/2008,97
3/21/2008,98,PM10,3/22/2008,73
3/22/2008,120,PM10,3/23/2008,94
3/23/2008,69,PM10,3/24/2008,85
3/24/2008,76,PM10,3/25/2008,61
3/25/2008,52,PM10,3/26/2008,58
3/26/2008,46,--,3/27/2008,55
3/27/2008,55,PM10,3/28/2008,59
3/28/2008,74,PM10,3/29/2008,96
3/29/2008,59,PM10,3/30/2008,89
3/30/2008,81,PM10,3/31/2008,86
3/31/2008,53,PM10,4/1/2008,84
4/1/2008,90,PM10,4/2/2008,64
4/2/2008,63,PM10,4/3/2008,130
4/3/2008,55,PM10,4/4/2008,95
4/4/2008,88,PM10,4/5/2008,99
4/5/2008,145,PM10,4/6/2008,98
4/6/2008,161,PM10,4/7/2008,80
4/7/2008,131,PM10,4/8/2008,92
4/8/2008,177,PM10,4/9/2008,111
4/9/2008,93,PM10,4/10/2008,81
4/10/2008,94,PM10,4/11/2008,56
4/11/2008,65,PM10,4/12/2008,83
4/12/2008,79,PM10,4/13/2008,81
4/13/2008,71,PM10,4/14/2008,106
4/14/2008,98,PM10,4/15/2008,97
4/15/2008,129,PM10,4/16/2008,99
4/16/2008,173,PM10,4/17/2008,97
4/17/2008,159,PM10,4/18/2008,93
4/18/2008,139,PM10,4/19/2008,95
4/19/2008,138,PM10,4/20/2008,98
4/20/2008,97,PM10,4/21/2008,92
4/21/2008,19,--,4/22/2008,82
4/22/2008,32,--,4/23/2008,56
4/23/2008,43,--,4/24/2008,90
4/24/2008,76,PM10,4/25/2008,72
4/25/2008,100,PM10,4/26/2008,63
4/26/2008,72,PM10,4/27/2008,75
4/27/2008,79,PM10,4/28/2008,78
4/28/2008,94,PM10,4/29/2008,86
4/29/2008,176,PM10,4/30/2008,89
4/30/2008,155,PM10,5/1/2008,82
5/1/2008,140,PM10,5/2/2008,76
5/2/2008,144,PM10,5/3/2008,85
5/3/2008,185,PM10,5/4/2008,66
5/4/2008,32,--,5/5/2008,72
5/5/2008,81,PM10,5/6/2008,87
5/6/2008,134,PM10,5/7/2008,100
5/7/2008,138,PM10,5/8/2008,79
5/8/2008,95,PM10,5/9/2008,75
5/9/2008,89,PM10,5/10/2008,93
5/10/2008,62,PM10,5/11/2008,66
5/11/2008,54,PM10,5/12/2008,74
5/12/2008,24,--,5/13/2008,76
5/13/2008,57,PM10,5/14/2008,68
5/14/2008,87,PM10,5/15/2008,80
5/15/2008,77,PM10,5/16/2008,78
5/16/2008,107,PM10,5/17/2008,91
5/17/2008,117,PM10,5/18/2008,94
5/18/2008,91,PM10,5/19/2008,68
5/19/2008,83,PM10,5/20/2008,78
5/20/2008,112,PM10,5/21/2008,75
5/21/2008,408,PM10,5/22/2008,80
5/22/2008,153,PM10,5/23/2008,93
5/23/2008,186,PM10,5/24/2008,68
5/24/2008,161,PM10,5/25/2008,75
5/25/2008,121,PM10,5/26/2008,76
5/26/2008,138,PM10,5/27/2008,66
5/27/2008,463,PM10,5/28/2008,156
5/28/2008,253,PM10,5/29/2008,98
5/29/2008,395,PM10,5/30/2008,98
5/30/2008,95,PM10,5/31/2008,76
5/31/2008,115,PM10,6/1/2008,83
6/1/2008,92,PM10,6/1/2008,83
6/1/2008,92,PM10,6/2/2008,61
6/2/2008,50,--,6/3/2008,64
6/3/2008,74,PM10,6/5/2008,79
6/5/2008,78,PM10,6/6/2008,81
6/6/2008,94,PM10,6/7/2008,88
6/7/2008,81,PM10,6/8/2008,72
6/8/2008,126,PM10,6/9/2008,97
6/9/2008,97,PM10,6/10/2008,78
6/10/2008,100,PM10,6/11/2008,64
6/11/2008,80,PM10,6/12/2008,95
6/12/2008,89,PM10,6/13/2008,98
6/13/2008,105,PM10,6/14/2008,96
6/14/2008,96,PM10,6/15/2008,98
6/15/2008,93,PM10,6/16/2008,98
6/16/2008,84,PM10,6/17/2008,81
6/17/2008,55,PM10,6/18/2008,49
6/18/2008,61,PM10,6/19/2008,66
6/19/2008,120,PM10,6/20/2008,96
6/20/2008,165,PM10,6/21/2008,90
6/21/2008,81,PM10,6/22/2008,95
6/22/2008,125,PM10,6/23/2008,74
6/23/2008,81,PM10,6/24/2008,68
6/24/2008,75,PM10,6/25/2008,77
6/25/2008,109,PM10,6/26/2008,99
6/26/2008,87,PM10,6/27/2008,94
6/27/2008,88,PM10,6/28/2008,70
6/28/2008,89,PM10,6/29/2008,86
6/29/2008,77,PM10,6/30/2008,87
6/30/2008,98,PM10,7/1/2008,57
7/1/2008,72,PM10,7/2/2008,61
7/2/2008,61,PM10,,
7/3/2008,92,,,
7/4/2008,100,,,
7/5/2008,66,,,
7/6/2008,39,,,
7/7/2008,69,,,
7/8/2008,98,,,
7/9/2008,62,,,
7/10/2008,85,,,
7/11/2008,112,,,
7/12/2008,74,,,
7/13/2008,59,,,
7/14/2008,84,,,
7/15/2008,31,,,
7/16/2008,66,,,
7/17/2008,77,,,
7/18/2008,66,,,
7/19/2008,64,,,
7/20/2008,55,,,
7/21/2008,64,,,
7/22/2008,66,,,
7/23/2008,89,,,
7/24/2008,113,,,
7/25/2008,109,,,
7/26/2008,118,,,
7/27/2008,113,,,
7/28/2008,,,,
7/29/2008,90,,,
7/30/2008,43,,,
7/31/2008,69,,,
